date,description,amount,category,clean_description,month,day_of_week,year_month,category_encoded
2024-01-27,PARKING FEE #1187,1278.76,Transport,parking fee,1,5,2024-01,5
2024-01-28,BUS PASS #7513,1383.1,Transport,bus pass,1,6,2024-01,5
2024-01-29,SWIGGY DELIVERY #2512,984.38,Food & Dining,swiggy delivery,1,0,2024-01,2
2024-01-29,CAFE COFFEE DAY #6273,780.96,Food & Dining,cafe coffee day,1,0,2024-01,2
2024-01-29,MEESHO ORDER #3893,4524.91,Shopping,meesho order,1,0,2024-01,4
2024-01-30,YOUTUBE PREMIUM #7032,1074.73,Entertainment,youtube premium,1,1,2024-01,1
2024-01-30,EMI PAYMENT #2127,1226.09,Bills & Utilities,emi payment,1,1,2024-01,0
2024-01-31,ZOMATO ORDER #5792,1307.75,Food & Dining,zomato order,1,2,2024-01,2
2024-01-31,BIGBASKET ORDER #2548,859.05,Food & Dining,bigbasket order,1,2,2024-01,2
2024-01-31,RENT PAYMENT #8204,4483.72,Bills & Utilities,rent payment,1,2,2024-01,0
2024-02-01,AMAZON PRIME #6254,1109.13,Entertainment,amazon prime,2,3,2024-02,1
2024-02-01,MAINTENANCE FEE #5341,546.57,Bills & Utilities,maintenance fee,2,3,2024-02,0
2024-02-01,MOVIE TICKET #2015,975.74,Entertainment,movie ticket,2,3,2024-02,1
2024-02-02,EMI PAYMENT #2062,920.42,Bills & Utilities,emi payment,2,4,2024-02,0
2024-02-02,UBER TRIP #1521,1154.89,Transport,uber trip,2,4,2024-02,5
2024-02-02,IKEA PURCHASE #4274,4019.06,Shopping,ikea purchase,2,4,2024-02,4
2024-02-02,NETFLIX SUBSCRIPTION #4594,905.54,Entertainment,netflix subscription,2,4,2024-02,1
2024-02-03,MCDONALD'S #4675,1126.5,Food & Dining,mcdonalds,2,5,2024-02,2
2024-02-03,LIFESTYLE STORE #9753,6770.77,Shopping,lifestyle store,2,5,2024-02,4
2024-02-03,LIFESTYLE STORE #9222,5862.76,Shopping,lifestyle store,2,5,2024-02,4
2024-02-04,ELECTRICITY BILL #6763,1563.2,Bills & Utilities,electricity bill,2,6,2024-02,0
2024-02-05,DENTAL CLINIC #4621,1392.76,Health,dental clinic,2,0,2024-02,3
2024-02-05,RAPIDO BIKE #1029,1899.11,Transport,rapido bike,2,0,2024-02,5
2024-02-06,AMAZON PRIME #4298,512.06,Entertainment,amazon prime,2,1,2024-02,1
2024-02-07,RAPIDO BIKE #6277,1662.11,Transport,rapido bike,2,2,2024-02,5
2024-02-07,IKEA PURCHASE #4617,1394.94,Shopping,ikea purchase,2,2,2024-02,4
2024-02-07,GROCERY STORE #4209,321.94,Food & Dining,grocery store,2,2,2024-02,2
2024-02-07,RENT PAYMENT #1128,4557.97,Bills & Utilities,rent payment,2,2,2024-02,0
2024-02-07,MOBILE RECHARGE #9148,213.56,Bills & Utilities,mobile recharge,2,2,2024-02,0
2024-02-07,METRO CARD RECHARGE #5276,1706.3,Transport,metro card recharge,2,2,2024-02,5
2024-02-07,HOSPITAL BILL #2943,617.57,Health,hospital bill,2,2,2024-02,3
2024-02-07,AMAZON PRIME #6339,625.85,Entertainment,amazon prime,2,2,2024-02,1
2024-02-08,INSURANCE PREMIUM #1533,2562.13,Bills & Utilities,insurance premium,2,3,2024-02,0
2024-02-08,SUBWAY #9261,98.75,Food & Dining,subway,2,3,2024-02,2
2024-02-08,ZOMATO ORDER #1082,880.44,Food & Dining,zomato order,2,3,2024-02,2
2024-02-08,WATER BILL #2565,2576.6,Bills & Utilities,water bill,2,3,2024-02,0
2024-02-08,RESTAURANT BILL #8073,1068.22,Food & Dining,restaurant bill,2,3,2024-02,2
2024-02-08,PARKING FEE #9751,83.12,Transport,parking fee,2,3,2024-02,5
2024-02-09,AMAZON PRIME #4393,1407.99,Entertainment,amazon prime,2,4,2024-02,1
2024-02-09,YOGA CLASS #5382,1855.62,Health,yoga class,2,4,2024-02,3
2024-02-09,DENTAL CLINIC #2145,971.85,Health,dental clinic,2,4,2024-02,3
2024-02-09,DOMINOS PIZZA #8096,1241.44,Food & Dining,dominos pizza,2,4,2024-02,2
2024-02-09,INSURANCE PREMIUM #2392,684.17,Bills & Utilities,insurance premium,2,4,2024-02,0
2024-02-10,EYE CLINIC #4425,120.69,Health,eye clinic,2,5,2024-02,3
2024-02-10,OLA RIDE #9055,1354.03,Transport,ola ride,2,5,2024-02,5
2024-02-10,MOVIE TICKET #5837,129.74,Entertainment,movie ticket,2,5,2024-02,1
2024-02-11,INDIGO AIRLINES #9210,1035.51,Transport,indigo airlines,2,6,2024-02,5
2024-02-11,DOMINOS PIZZA #4696,1297.2,Food & Dining,dominos pizza,2,6,2024-02,2
2024-02-11,DTH RECHARGE #7542,4293.29,Bills & Utilities,dth recharge,2,6,2024-02,0
2024-02-11,INSURANCE PREMIUM #1881,229.19,Bills & Utilities,insurance premium,2,6,2024-02,0
2024-02-11,BOOKMYSHOW #5514,1488.51,Entertainment,bookmyshow,2,6,2024-02,1
2024-02-12,WATER BILL #3255,2694.35,Bills & Utilities,water bill,2,0,2024-02,0
2024-02-12,NYKAA COSMETICS #6641,6238.72,Shopping,nykaa cosmetics,2,0,2024-02,4
2024-02-12,METRO CARD RECHARGE #4432,1862.13,Transport,metro card recharge,2,0,2024-02,5
2024-02-12,MEESHO ORDER #1652,7396.12,Shopping,meesho order,2,0,2024-02,4
2024-02-12,SUBWAY #2892,497.11,Food & Dining,subway,2,0,2024-02,2
2024-02-12,HOSPITAL BILL #2037,2407.47,Health,hospital bill,2,0,2024-02,3
2024-02-13,CAFE COFFEE DAY #5180,308.12,Food & Dining,cafe coffee day,2,1,2024-02,2
2024-02-13,AUTO RICKSHAW #4295,1434.51,Transport,auto rickshaw,2,1,2024-02,5
2024-02-13,EYE CLINIC #8019,2703.69,Health,eye clinic,2,1,2024-02,3
2024-02-14,MAINTENANCE FEE #5764,281.38,Bills & Utilities,maintenance fee,2,2,2024-02,0
2024-02-14,EYE CLINIC #5472,2293.28,Health,eye clinic,2,2,2024-02,3
2024-02-14,MEDICINE ORDER #4826,1859.61,Health,medicine order,2,2,2024-02,3
2024-02-15,DECATHLON SPORTS #2869,6612.5,Shopping,decathlon sports,2,3,2024-02,4
2024-02-15,IRCTC TICKET #7099,749.2,Transport,irctc ticket,2,3,2024-02,5
2024-02-15,NETFLIX SUBSCRIPTION #7296,1402.89,Entertainment,netflix subscription,2,3,2024-02,1
2024-02-15,MEDICINE ORDER #8762,878.17,Health,medicine order,2,3,2024-02,3
2024-02-15,LAB TEST #2642,721.93,Health,lab test,2,3,2024-02,3
2024-02-15,CAFE COFFEE DAY #2734,402.81,Food & Dining,cafe coffee day,2,3,2024-02,2
2024-02-16,FLIPKART PURCHASE #1050,3763.97,Shopping,flipkart purchase,2,4,2024-02,4
2024-02-16,INSURANCE PREMIUM #6133,1080.38,Bills & Utilities,insurance premium,2,4,2024-02,0
2024-02-16,DOMINOS PIZZA #5512,634.31,Food & Dining,dominos pizza,2,4,2024-02,2
2024-02-16,RESTAURANT BILL #7983,539.15,Food & Dining,restaurant bill,2,4,2024-02,2
2024-02-16,DENTAL CLINIC #2914,993.44,Health,dental clinic,2,4,2024-02,3
2024-02-17,ZOMATO ORDER #4411,286.26,Food & Dining,zomato order,2,5,2024-02,2
2024-02-17,WATER BILL #8679,3474.52,Bills & Utilities,water bill,2,5,2024-02,0
2024-02-17,LIFESTYLE STORE #3960,2892.35,Shopping,lifestyle store,2,5,2024-02,4
2024-02-18,GAMING PURCHASE #3434,977.39,Entertainment,gaming purchase,2,6,2024-02,1
2024-02-18,RELIANCE TRENDS #2899,7767.44,Shopping,reliance trends,2,6,2024-02,4
2024-02-18,BIGBASKET ORDER #4261,541.02,Food & Dining,bigbasket order,2,6,2024-02,2
2024-02-18,PARKING FEE #4187,925.88,Transport,parking fee,2,6,2024-02,5
2024-02-18,MEESHO ORDER #7867,3520.61,Shopping,meesho order,2,6,2024-02,4
2024-02-18,PARKING FEE #8105,1277.97,Transport,parking fee,2,6,2024-02,5
2024-02-19,ELECTRICITY BILL #2524,1541.75,Bills & Utilities,electricity bill,2,0,2024-02,0
2024-02-19,LIFESTYLE STORE #7357,3718.78,Shopping,lifestyle store,2,0,2024-02,4
2024-02-19,MOVIE TICKET #2990,1388.53,Entertainment,movie ticket,2,0,2024-02,1
2024-02-20,AMAZON PRIME #3875,954.95,Entertainment,amazon prime,2,1,2024-02,1
2024-02-20,LIFESTYLE STORE #2294,3109.8,Shopping,lifestyle store,2,1,2024-02,4
2024-02-20,RELIANCE TRENDS #3087,4162.01,Shopping,reliance trends,2,1,2024-02,4
2024-02-21,GROCERY STORE #3041,820.63,Food & Dining,grocery store,2,2,2024-02,2
2024-02-21,INDIGO AIRLINES #4463,1829.46,Transport,indigo airlines,2,2,2024-02,5
2024-02-21,AMAZON ORDER #6215,3825.62,Shopping,amazon order,2,2,2024-02,4
2024-02-21,BIGBASKET ORDER #5882,1307.4,Food & Dining,bigbasket order,2,2,2024-02,2
2024-02-22,LAB TEST #6091,1697.43,Health,lab test,2,3,2024-02,3
2024-02-22,METRO CARD RECHARGE #2468,333.83,Transport,metro card recharge,2,3,2024-02,5
2024-02-23,INTERNET BILL #2373,1488.01,Bills & Utilities,internet bill,2,4,2024-02,0
2024-02-23,RAPIDO BIKE #2229,338.37,Transport,rapido bike,2,4,2024-02,5
2024-02-24,FLIPKART PURCHASE #7156,889.9,Shopping,flipkart purchase,2,5,2024-02,4
2024-02-24,HOSPITAL BILL #2463,2419.45,Health,hospital bill,2,5,2024-02,3
2024-02-24,AUTO RICKSHAW #5016,326.62,Transport,auto rickshaw,2,5,2024-02,5
2024-02-24,INDIGO AIRLINES #3301,1649.02,Transport,indigo airlines,2,5,2024-02,5
2024-02-25,GAMING PURCHASE #4826,1298.27,Entertainment,gaming purchase,2,6,2024-02,1
2024-02-25,RENT PAYMENT #2570,3124.78,Bills & Utilities,rent payment,2,6,2024-02,0
2024-02-25,NETFLIX SUBSCRIPTION #3815,556.81,Entertainment,netflix subscription,2,6,2024-02,1
2024-02-26,RELIANCE TRENDS #5222,2884.29,Shopping,reliance trends,2,0,2024-02,4
2024-02-26,DOCTOR CONSULTATION #3221,2892.04,Health,doctor consultation,2,0,2024-02,3
2024-02-26,WATER BILL #3401,3587.04,Bills & Utilities,water bill,2,0,2024-02,0
2024-02-26,DISNEY PLUS #7271,920.1,Entertainment,disney plus,2,0,2024-02,1
2024-02-27,RELIANCE TRENDS #6319,6789.86,Shopping,reliance trends,2,1,2024-02,4
2024-02-28,IKEA PURCHASE #8552,3326.37,Shopping,ikea purchase,2,2,2024-02,4
2024-02-28,BOOKMYSHOW #8577,1197.37,Entertainment,bookmyshow,2,2,2024-02,1
2024-02-29,ELECTRICITY BILL #6569,2241.39,Bills & Utilities,electricity bill,2,3,2024-02,0
2024-02-29,WATER BILL #4396,4017.87,Bills & Utilities,water bill,2,3,2024-02,0
2024-02-29,RENT PAYMENT #8957,3074.67,Bills & Utilities,rent payment,2,3,2024-02,0
2024-02-29,LAB TEST #2143,901.12,Health,lab test,2,3,2024-02,3
2024-03-01,ELECTRICITY BILL #6913,2834.3,Bills & Utilities,electricity bill,3,4,2024-03,0
2024-03-01,AMAZON PRIME #3931,881.35,Entertainment,amazon prime,3,4,2024-03,1
2024-03-01,ELECTRICITY BILL #8429,746.53,Bills & Utilities,electricity bill,3,4,2024-03,0
2024-03-01,MEDICINE ORDER #7703,2085.62,Health,medicine order,3,4,2024-03,3
2024-03-02,RESTAURANT BILL #2940,859.21,Food & Dining,restaurant bill,3,5,2024-03,2
2024-03-02,PRACTO APPOINTMENT #9592,1024.33,Health,practo appointment,3,5,2024-03,3
2024-03-02,RAPIDO BIKE #7438,119.16,Transport,rapido bike,3,5,2024-03,5
2024-03-03,GAMING PURCHASE #7626,1093.01,Entertainment,gaming purchase,3,6,2024-03,1
2024-03-03,SWIGGY DELIVERY #2144,1171.93,Food & Dining,swiggy delivery,3,6,2024-03,2
2024-03-03,DOCTOR CONSULTATION #6771,1730.61,Health,doctor consultation,3,6,2024-03,3
2024-03-03,AMAZON PRIME #3390,121.72,Entertainment,amazon prime,3,6,2024-03,1
2024-03-04,MOBILE RECHARGE #7256,2564.24,Bills & Utilities,mobile recharge,3,0,2024-03,0
2024-03-04,BIGBASKET ORDER #5081,1033.41,Food & Dining,bigbasket order,3,0,2024-03,2
2024-03-04,BOOKMYSHOW #6499,962.16,Entertainment,bookmyshow,3,0,2024-03,1
2024-03-04,GAS CYLINDER #2814,732.77,Bills & Utilities,gas cylinder,3,0,2024-03,0
2024-03-04,NETFLIX SUBSCRIPTION #7342,1245.59,Entertainment,netflix subscription,3,0,2024-03,1
2024-03-04,GROCERY STORE #7293,1303.04,Food & Dining,grocery store,3,0,2024-03,2
2024-03-05,METRO CARD RECHARGE #2996,124.07,Transport,metro card recharge,3,1,2024-03,5
2024-03-05,AUTO RICKSHAW #1434,1135.65,Transport,auto rickshaw,3,1,2024-03,5
2024-03-05,MAINTENANCE FEE #7078,3385.38,Bills & Utilities,maintenance fee,3,1,2024-03,0
2024-03-05,APPLE MUSIC #1651,966.75,Entertainment,apple music,3,1,2024-03,1
2024-03-05,UBER TRIP #1527,1624.67,Transport,uber trip,3,1,2024-03,5
2024-03-05,PHARMACY BILL #1788,1219.22,Health,pharmacy bill,3,1,2024-03,3
2024-03-05,RESTAURANT BILL #9680,1475.52,Food & Dining,restaurant bill,3,1,2024-03,2
2024-03-06,YOUTUBE PREMIUM #7812,186.23,Entertainment,youtube premium,3,2,2024-03,1
2024-03-06,GYM MEMBERSHIP #1769,906.01,Health,gym membership,3,2,2024-03,3
2024-03-07,SPOTIFY PREMIUM #9337,458.06,Entertainment,spotify premium,3,3,2024-03,1
2024-03-07,SUBWAY #7921,873.67,Food & Dining,subway,3,3,2024-03,2
2024-03-08,SWIGGY DELIVERY #3504,959.8,Food & Dining,swiggy delivery,3,4,2024-03,2
2024-03-08,DENTAL CLINIC #5684,2644.68,Health,dental clinic,3,4,2024-03,3
2024-03-08,BOOKMYSHOW #5544,279.02,Entertainment,bookmyshow,3,4,2024-03,1
2024-03-08,RENT PAYMENT #3748,2406.5,Bills & Utilities,rent payment,3,4,2024-03,0
2024-03-08,MOBILE RECHARGE #7931,542.09,Bills & Utilities,mobile recharge,3,4,2024-03,0
2024-03-08,AUTO RICKSHAW #6788,1906.39,Transport,auto rickshaw,3,4,2024-03,5
2024-03-09,MOVIE TICKET #9209,1173.72,Entertainment,movie ticket,3,5,2024-03,1
2024-03-09,DOCTOR CONSULTATION #7730,1125.43,Health,doctor consultation,3,5,2024-03,3
2024-03-09,INDIGO AIRLINES #3705,552.16,Transport,indigo airlines,3,5,2024-03,5
2024-03-09,SPOTIFY PREMIUM #1887,835.56,Entertainment,spotify premium,3,5,2024-03,1
2024-03-09,AUTO RICKSHAW #2531,1302.67,Transport,auto rickshaw,3,5,2024-03,5
2024-03-09,RELIANCE TRENDS #5380,4127.81,Shopping,reliance trends,3,5,2024-03,4
2024-03-09,IRCTC TICKET #5155,544.77,Transport,irctc ticket,3,5,2024-03,5
2024-03-10,BOOKMYSHOW #6995,356.66,Entertainment,bookmyshow,3,6,2024-03,1
2024-03-10,AJIO ORDER #5901,5183.72,Shopping,ajio order,3,6,2024-03,4
2024-03-10,PRACTO APPOINTMENT #8249,937.04,Health,practo appointment,3,6,2024-03,3
2024-03-11,INTERNET BILL #7486,1171.11,Bills & Utilities,internet bill,3,0,2024-03,0
2024-03-11,PETROL PUMP #3133,1962.79,Transport,petrol pump,3,0,2024-03,5
2024-03-11,DOMINOS PIZZA #7813,1297.22,Food & Dining,dominos pizza,3,0,2024-03,2
2024-03-11,MAINTENANCE FEE #2364,4729.23,Bills & Utilities,maintenance fee,3,0,2024-03,0
2024-03-11,NETFLIX SUBSCRIPTION #8231,864.44,Entertainment,netflix subscription,3,0,2024-03,1
2024-03-12,AJIO ORDER #4053,3586.03,Shopping,ajio order,3,1,2024-03,4
2024-03-12,DTH RECHARGE #9698,260.3,Bills & Utilities,dth recharge,3,1,2024-03,0
2024-03-13,METRO CARD RECHARGE #3647,1490.22,Transport,metro card recharge,3,2,2024-03,5
2024-03-13,DOCTOR CONSULTATION #6864,2056.03,Health,doctor consultation,3,2,2024-03,3
2024-03-13,LAB TEST #7169,2856.15,Health,lab test,3,2,2024-03,3
2024-03-14,OLA RIDE #3032,638.43,Transport,ola ride,3,3,2024-03,5
2024-03-14,INSURANCE PREMIUM #5699,1451.53,Bills & Utilities,insurance premium,3,3,2024-03,0
2024-03-14,YOUTUBE PREMIUM #8581,490.12,Entertainment,youtube premium,3,3,2024-03,1
2024-03-14,AUTO RICKSHAW #7672,602.46,Transport,auto rickshaw,3,3,2024-03,5
2024-03-14,APPLE MUSIC #1444,216.61,Entertainment,apple music,3,3,2024-03,1
2024-03-15,MAINTENANCE FEE #5871,4314.82,Bills & Utilities,maintenance fee,3,4,2024-03,0
2024-03-15,ELECTRICITY BILL #4232,2302.92,Bills & Utilities,electricity bill,3,4,2024-03,0
2024-03-16,MOVIE TICKET #1280,802.6,Entertainment,movie ticket,3,5,2024-03,1
2024-03-16,METRO CARD RECHARGE #9582,1821.84,Transport,metro card recharge,3,5,2024-03,5
2024-03-16,GAMING PURCHASE #6432,1451.97,Entertainment,gaming purchase,3,5,2024-03,1
2024-03-16,MEESHO ORDER #9394,1087.78,Shopping,meesho order,3,5,2024-03,4
2024-03-17,AMAZON ORDER #5806,2996.01,Shopping,amazon order,3,6,2024-03,4
2024-03-17,IKEA PURCHASE #1133,6807.94,Shopping,ikea purchase,3,6,2024-03,4
2024-03-17,WATER BILL #6582,1120.37,Bills & Utilities,water bill,3,6,2024-03,0
2024-03-17,AJIO ORDER #8909,5695.14,Shopping,ajio order,3,6,2024-03,4
2024-03-18,BIGBASKET ORDER #1129,198.86,Food & Dining,bigbasket order,3,0,2024-03,2
2024-03-18,INTERNET BILL #3942,4509.83,Bills & Utilities,internet bill,3,0,2024-03,0
2024-03-18,ELECTRICITY BILL #5939,3092.62,Bills & Utilities,electricity bill,3,0,2024-03,0
2024-03-18,MYNTRA FASHION #2975,2528.66,Shopping,myntra fashion,3,0,2024-03,4
2024-03-18,GAS CYLINDER #4053,3238.35,Bills & Utilities,gas cylinder,3,0,2024-03,0
2024-03-18,EMI PAYMENT #9269,541.41,Bills & Utilities,emi payment,3,0,2024-03,0
2024-03-19,KFC ORDER #1795,852.18,Food & Dining,kfc order,3,1,2024-03,2
2024-03-19,UBER TRIP #6198,1429.2,Transport,uber trip,3,1,2024-03,5
2024-03-20,MEDICINE ORDER #5389,2817.77,Health,medicine order,3,2,2024-03,3
2024-03-20,MYNTRA FASHION #9633,7821.39,Shopping,myntra fashion,3,2,2024-03,4
2024-03-20,MAINTENANCE FEE #3651,785.38,Bills & Utilities,maintenance fee,3,2,2024-03,0
2024-03-20,SPOTIFY PREMIUM #7290,777.35,Entertainment,spotify premium,3,2,2024-03,1
2024-03-20,LAB TEST #2354,1549.59,Health,lab test,3,2,2024-03,3
2024-03-21,DOMINOS PIZZA #8727,1392.5,Food & Dining,dominos pizza,3,3,2024-03,2
2024-03-21,CAFE COFFEE DAY #2283,1483.01,Food & Dining,cafe coffee day,3,3,2024-03,2
2024-03-21,RENT PAYMENT #8775,1386.86,Bills & Utilities,rent payment,3,3,2024-03,0
2024-03-21,HOSPITAL BILL #7271,1277.49,Health,hospital bill,3,3,2024-03,3
2024-03-21,DECATHLON SPORTS #3390,693.48,Shopping,decathlon sports,3,3,2024-03,4
2024-03-22,SUBWAY #8936,128.79,Food & Dining,subway,3,4,2024-03,2
2024-03-22,AJIO ORDER #5321,4232.39,Shopping,ajio order,3,4,2024-03,4
2024-03-22,METRO CARD RECHARGE #8604,986.2,Transport,metro card recharge,3,4,2024-03,5
2024-03-22,ZOMATO ORDER #3091,501.92,Food & Dining,zomato order,3,4,2024-03,2
2024-03-23,DECATHLON SPORTS #9410,1349.32,Shopping,decathlon sports,3,5,2024-03,4
2024-03-23,DENTAL CLINIC #2375,943.04,Health,dental clinic,3,5,2024-03,3
2024-03-24,AUTO RICKSHAW #2706,1421.62,Transport,auto rickshaw,3,6,2024-03,5
2024-03-24,CAFE COFFEE DAY #8908,1213.28,Food & Dining,cafe coffee day,3,6,2024-03,2
2024-03-24,NYKAA COSMETICS #2417,2395.84,Shopping,nykaa cosmetics,3,6,2024-03,4
2024-03-24,HOSPITAL BILL #8970,346.1,Health,hospital bill,3,6,2024-03,3
2024-03-24,SPOTIFY PREMIUM #1641,446.09,Entertainment,spotify premium,3,6,2024-03,1
2024-03-24,DOMINOS PIZZA #3793,526.56,Food & Dining,dominos pizza,3,6,2024-03,2
2024-03-24,UBER TRIP #5622,560.31,Transport,uber trip,3,6,2024-03,5
2024-03-25,GYM MEMBERSHIP #4351,291.8,Health,gym membership,3,0,2024-03,3
2024-03-25,MYNTRA FASHION #3014,6819.04,Shopping,myntra fashion,3,0,2024-03,4
2024-03-26,RENT PAYMENT #7277,1265.94,Bills & Utilities,rent payment,3,1,2024-03,0
2024-03-26,APPLE MUSIC #6439,1317.45,Entertainment,apple music,3,1,2024-03,1
2024-03-27,AJIO ORDER #8245,5060.82,Shopping,ajio order,3,2,2024-03,4
2024-03-27,INTERNET BILL #7026,3423.7,Bills & Utilities,internet bill,3,2,2024-03,0
2024-03-28,PETROL PUMP #8794,923.86,Transport,petrol pump,3,3,2024-03,5
2024-03-28,BUS PASS #3572,1464.85,Transport,bus pass,3,3,2024-03,5
2024-03-28,MOBILE RECHARGE #3409,4017.92,Bills & Utilities,mobile recharge,3,3,2024-03,0
2024-03-28,GYM MEMBERSHIP #9919,1910.64,Health,gym membership,3,3,2024-03,3
2024-03-28,MOBILE RECHARGE #9955,874.08,Bills & Utilities,mobile recharge,3,3,2024-03,0
2024-03-29,MYNTRA FASHION #9747,7987.78,Shopping,myntra fashion,3,4,2024-03,4
2024-03-29,DOCTOR CONSULTATION #4734,489.72,Health,doctor consultation,3,4,2024-03,3
2024-03-29,LAB TEST #7745,1886.62,Health,lab test,3,4,2024-03,3
2024-03-29,RESTAURANT BILL #7304,1168.28,Food & Dining,restaurant bill,3,4,2024-03,2
2024-03-30,PHARMACY BILL #4900,2777.89,Health,pharmacy bill,3,5,2024-03,3
2024-03-30,MEESHO ORDER #5018,6671.59,Shopping,meesho order,3,5,2024-03,4
2024-03-30,EMI PAYMENT #7981,916.56,Bills & Utilities,emi payment,3,5,2024-03,0
2024-03-30,HOTSTAR PREMIUM #4533,1118.72,Entertainment,hotstar premium,3,5,2024-03,1
2024-03-30,SWIGGY DELIVERY #4239,1358.62,Food & Dining,swiggy delivery,3,5,2024-03,2
2024-03-30,EMI PAYMENT #6111,3466.53,Bills & Utilities,emi payment,3,5,2024-03,0
2024-03-31,EMI PAYMENT #9686,4225.35,Bills & Utilities,emi payment,3,6,2024-03,0
2024-03-31,SUBWAY #7069,1407.56,Food & Dining,subway,3,6,2024-03,2
2024-03-31,HOTSTAR PREMIUM #2160,1353.01,Entertainment,hotstar premium,3,6,2024-03,1
2024-03-31,MAINTENANCE FEE #9856,4680.8,Bills & Utilities,maintenance fee,3,6,2024-03,0
2024-04-01,PHARMACY BILL #4963,1180.15,Health,pharmacy bill,4,0,2024-04,3
2024-04-01,EMI PAYMENT #9270,2191.03,Bills & Utilities,emi payment,4,0,2024-04,0
2024-04-01,MEESHO ORDER #4066,2344.86,Shopping,meesho order,4,0,2024-04,4
2024-04-01,BUS PASS #7249,757.72,Transport,bus pass,4,0,2024-04,5
2024-04-01,NETFLIX SUBSCRIPTION #2879,1036.18,Entertainment,netflix subscription,4,0,2024-04,1
2024-04-01,MEESHO ORDER #1369,852.0,Shopping,meesho order,4,0,2024-04,4
2024-04-01,RENT PAYMENT #3932,3552.92,Bills & Utilities,rent payment,4,0,2024-04,0
2024-04-01,APPLE MUSIC #3406,1080.11,Entertainment,apple music,4,0,2024-04,1
2024-04-01,DENTAL CLINIC #8648,587.35,Health,dental clinic,4,0,2024-04,3
2024-04-01,CAFE COFFEE DAY #2600,811.63,Food & Dining,cafe coffee day,4,0,2024-04,2
2024-04-01,GROCERY STORE #6651,559.46,Food & Dining,grocery store,4,0,2024-04,2
2024-04-01,OLA RIDE #7874,636.88,Transport,ola ride,4,0,2024-04,5
2024-04-02,APPLE MUSIC #8184,1169.5,Entertainment,apple music,4,1,2024-04,1
2024-04-02,MOVIE TICKET #7389,961.42,Entertainment,movie ticket,4,1,2024-04,1
2024-04-02,LAB TEST #2951,2268.66,Health,lab test,4,1,2024-04,3
2024-04-02,YOGA CLASS #9022,2609.26,Health,yoga class,4,1,2024-04,3
2024-04-03,INTERNET BILL #2291,2349.56,Bills & Utilities,internet bill,4,2,2024-04,0
2024-04-04,RESTAURANT BILL #4139,325.8,Food & Dining,restaurant bill,4,3,2024-04,2
2024-04-04,APPLE MUSIC #3415,267.51,Entertainment,apple music,4,3,2024-04,1
2024-04-04,DOMINOS PIZZA #2430,321.72,Food & Dining,dominos pizza,4,3,2024-04,2
2024-04-04,INDIGO AIRLINES #8601,1516.26,Transport,indigo airlines,4,3,2024-04,5
2024-04-04,BIGBASKET ORDER #1289,932.37,Food & Dining,bigbasket order,4,3,2024-04,2
2024-04-05,MOVIE TICKET #9186,847.05,Entertainment,movie ticket,4,4,2024-04,1
2024-04-05,INDIGO AIRLINES #8947,958.83,Transport,indigo airlines,4,4,2024-04,5
2024-04-05,IRCTC TICKET #7843,442.88,Transport,irctc ticket,4,4,2024-04,5
2024-04-05,SPOTIFY PREMIUM #8444,812.69,Entertainment,spotify premium,4,4,2024-04,1
2024-04-06,GROCERY STORE #5289,391.45,Food & Dining,grocery store,4,5,2024-04,2
2024-04-06,ELECTRICITY BILL #3018,3883.51,Bills & Utilities,electricity bill,4,5,2024-04,0
2024-04-06,GAS CYLINDER #9234,4747.57,Bills & Utilities,gas cylinder,4,5,2024-04,0
2024-04-07,HOSPITAL BILL #8177,2708.88,Health,hospital bill,4,6,2024-04,3
2024-04-07,DENTAL CLINIC #3330,1444.38,Health,dental clinic,4,6,2024-04,3
2024-04-07,DENTAL CLINIC #9730,2708.41,Health,dental clinic,4,6,2024-04,3
2024-04-07,AUTO RICKSHAW #7942,1923.86,Transport,auto rickshaw,4,6,2024-04,5
2024-04-08,INSURANCE PREMIUM #5162,1864.04,Bills & Utilities,insurance premium,4,0,2024-04,0
2024-04-08,HOSPITAL BILL #5282,2940.96,Health,hospital bill,4,0,2024-04,3
2024-04-08,MYNTRA FASHION #1509,7626.35,Shopping,myntra fashion,4,0,2024-04,4
2024-04-08,AMAZON ORDER #2038,3107.95,Shopping,amazon order,4,0,2024-04,4
2024-04-08,AUTO RICKSHAW #1529,736.6,Transport,auto rickshaw,4,0,2024-04,5
2024-04-08,NETFLIX SUBSCRIPTION #3403,1024.89,Entertainment,netflix subscription,4,0,2024-04,1
2024-04-09,KFC ORDER #4524,595.48,Food & Dining,kfc order,4,1,2024-04,2
2024-04-09,KFC ORDER #8129,1171.37,Food & Dining,kfc order,4,1,2024-04,2
2024-04-09,DENTAL CLINIC #5143,2073.97,Health,dental clinic,4,1,2024-04,3
2024-04-10,YOGA CLASS #6143,1802.9,Health,yoga class,4,2,2024-04,3
2024-04-10,RELIANCE TRENDS #1889,6569.39,Shopping,reliance trends,4,2,2024-04,4
2024-04-11,DOMINOS PIZZA #6707,502.24,Food & Dining,dominos pizza,4,3,2024-04,2
2024-04-11,RAPIDO BIKE #5744,247.4,Transport,rapido bike,4,3,2024-04,5
2024-04-11,DOMINOS PIZZA #1149,367.14,Food & Dining,dominos pizza,4,3,2024-04,2
2024-04-11,PHARMACY BILL #3422,857.86,Health,pharmacy bill,4,3,2024-04,3
